@relation QueryResult-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R3

@attribute sentence string
@attribute isRelevant {0,1}

@data
'[branch_4x commit] mikemccand\nhttp://svn.apache.org/viewvc?view=revision&revision=1478730\nLUCENE-4976: use single file to hold PersistentSnapshotDeletionPolicy state on disk',0
'[branch_4x commit] mikemccand\nhttp://svn.apache.org/viewvc?view=revision&revision=1478854\nLUCENE-4976: fix Solr IndexDeletionPolicy impls to handle empty commits onInit',0
'[trunk commit] mikemccand\nhttp://svn.apache.org/viewvc?view=revision&revision=1478855\nLUCENE-4976: fix Solr IndexDeletionPolicy impls to handle empty commits onInit',0
'[trunk commit] mikemccand\nhttp://svn.apache.org/viewvc?view=revision&revision=1479394\nLUCENE-4976: add missing sync / delete old save files',0
'[branch_4x commit] mikemccand\nhttp://svn.apache.org/viewvc?view=revision&revision=1479395\nLUCENE-4976: add missing sync / delete old save files',0
'Bulk close resolved 4.4 issues',1
'facet collections have IntIterator interface.',1
'And so the method should be something like IntIterator getChildren(int ordinal)?',1
'I don\'t know much about IntIterator, but I surmise it\'ll do good enough.',1
'Added TaxoReader.getChildren(int ordinal) and corresponding test.',1
'I also migrated PrintTaxonomyStats to use getChildren, which removed all mentions of ParallelTaxonomyArrays from it.',1
'Shouldn\'t next() throw NoSuchElementException if child is already INVALID_ORDINAL?',1
'It shouldn\'t ever return INVALID_ORDINAL, right?',1
'Ie, caller screwed up and called next w/o calling hasNext first.',1
'I looked at other IntIterator impls and none throw NoSuchElementException, so I thought it\'s best to follow.',1
'Also, since it returns ordinals, it\'s kind of ok to return INVALID_ORDINAL.',1
'I wished that we had a simple IntIterator interface with only next() for this case...',1
'I don\'t mind throwing it though.',1
'What do you think?',0
'Or we could return a not-Java-iterator, that just has int next() that returns INVALID_ORDINAL when it\'s done...',1
'Woops, our comments crossed...',0
'I wished that we had a simple IntIterator interface with only next() for this case...\n+1, I think that\'s best.',1
'I wanted to avoid introducing another class (facet collections already use this primitive IntIterator), but maybe a ChildrenIterator with next() is simplest.',1
'I\'ll look into it.',0
'Patch with ChildrenIterator',1
'+1, thanks Shai!',1
'[trunk commit] shaie\nhttp://svn.apache.org/viewvc?view=revision&revision=1464730\nLUCENE-4897: add a sugar API for traversing categories',0
'[branch_4x commit] shaie\nhttp://svn.apache.org/viewvc?view=revision&revision=1464743\nLUCENE-4897: add a sugar API for traversing categories',0
'Committed to trunk and 4x.',1
'Closed after release.',1
'I think that we should use a primitive iterator, e.g.',1
'Here\'s a preliminary patch, implementing UninvertedFilterReader and cutting over DocTermOrdsRangeFilter to use it.',1
'Some questions:\n\nwhich package should this stuff be in?',1
'FieldCache is in o.a.l.search, and the reader is in o.a.l.index.',1
'there are a bunch of FieldCache-specific queries and filters.',1
'Can these just be reworked to be DV-specific instead?',1
'can we consolidate the various Ints, Floats, Shorts etc FieldCache interfaces into NumericDocValues?',1
'this still uses the global FieldCache.',0
'Should the caches be moved to the readers instead?',1
'But I assume the plan is to remove aol.search.FieldCache entirely\nI wasn\'t going to initially - just make it package private.',1
'But thinking about it, can we just put a map of fieldnames->XXXDocValues in a threadlocal on UninvertingFilterReader (like on SegmentCoreReaders)?',1
'That makes things a lot cleaner.',1
'We\'d need a way to purge the map, though.',1
'Maybe we should make a branch for this\nHaving just spent an hour or so trying to cut things over, yes, that\'s probably a good idea   It touches a lot of the codebase.',1
'Should simplify things like SortField a lot though.',1
'\nI was wondering about how to do this.',1
'We could add an optional Map<String, DocValuesType> parameter to the UFR constructor - if it\'s absent, then you can uninvert any field you like, at the risk of fieldcache-insanity.',1
'Why allow this?',0
'I don\'t think we should do this.',1
'it also prevents it from working with anything that checks fieldinfos.',1
'Maybe for the moment we should just get FieldCache moved into UFR and worry about passing CheckIndex in another issue?',1
'Unless you think that we\'ll end up having to make major changes if we don\'t build this in from the beginning.',1
'I\'m new to a lot of this part of the codebase, so all advice is very welcome here\nI think its a pretty big deal that a filterreader pass checkindex, otherwise its corrupt, and will behave in a corrupt way.',1
'there is also nothing to prevent someone from calling IW.addIndexes(IR) with it and making a truly corrupt index.',1
'I\'m willing to budge on this though, if we want to add this filterreader that doesnt pass checkindex, its ok to me as long as IndexWriter.addIndexes itself internally calls checkIndex on the incoming filterreader to prevent corruption.',1
'New patch, copying the uninvert logic from FieldCacheImpl into a new Uninverter class (I haven\'t worked out how to implement the NumericDocValues uninverter yet - pointers welcome), adding a cache to the UninvertingFilterReader itself and checking uninversions against a map of fieldnames to DocValuesTypes passed in as a constructor argument.',1
'New patch, with a NumericDocValues uninverter.',1
'Also a basic test.',1
'NumericDocValues doesn\'t work with 32-bit values yet (the test for IntField fails); I need to somehow detect at uninversion-time how wide the indexed values are.',1
'Something that will uninvert a LongField or DoubleField into a NumericDocValues representation.',1
'OK, here\'s a patch that attempts to solve the problem of 32-bit vs 64-bit numeric values.',1
'I don\'t really like it, but it seems to work, so it\'s a start.',1
'Users of UninvertedFilterReader have to specify up-front the width of numeric fields they wish to uninvert.',1
'This is hacky for any number of reasons, not the least of which is I have to define a whole new set of DocValuesTypes on Uninverter, which is a lot less elegant than just using the existing FieldInfo ones.',1
'There doesn\'t seem to be a good way of detecting this at uninvert-time from the FieldInfo data, though.',1
'We could assume 64-bit values and fall back to 32-bit if we encounter an exception, but I worry that we\'re getting a performance hit here for every 32-bit field.',1
'Alan i didnt look closely, but could GrowableWriter be used to avoid the hack?',1
'that way you only take up space relevant to the bits you are actually using...',1
'Actually I\'ve convinced myself that checking for a NumberFormatException is a better way of doing this...',1
'could GrowableWriter be used to avoid the hack?',1
'I don\'t think so, because this is to do with reading the already-indexed bytes and converting them back to longs or ints.',1
'Unless I\'ve got the wrong end of the stick here.',0
'Attached a patch that adds an inner class IntIterator that is consistent with the contract of a java.util.Iterator but next() returns a primitive int.',1
'I tested basic expected usage.',0
'I figured being close to a standard iterator would be more familiar/friendly, although if it worked similar to DocIdSetIterator it would be faster since the caller would check for the sentinal value instead of calling hasNext() (which wouldn\'t exist).',1
'I forgot to make the methods public, which I\'ll fix when it gets committed.',1
'I don\'t think we need to mimic java\'s Iterator?',0
'Ie, it\'s fine to have only next()...\nAlso, the iterator is wrong if a rehash happens right?',1
'Can you add to the javadocs that the set should not be modified while the iterator is in use, except using the iterator\'s remove method (like Java\'s HashMap)?',1
'Mike: sounds good.',1
'But you know what?',0
'Iteration by the client code on this data structure is actually so darned easy; maybe this set iterator isn\'t really needed after all, or could be supplied with a comment so it\'s clear how to do it.',1
'SentinalIntSet set = ...\nfor (int v : set.keys) {\n  if (v == set.emptyVal)\n    continue;\n  //use v...\n}\n\n\npiece-o-cake',1
'maybe this set iterator isn\'t really needed after all\n+1',1
'So instead of adding to the API I decided to enhance the documentation to make it more clear how to use this class.',1
'(attached)\nOf note I added a warning of the potential unsuitability of the lack of hashing of the key.',1
'I committed better javadocs, including sample code to iterate the values.',1
'Closing issue as won\'t fix (for now).',1
'If at some point we want an iterator, the patch is here and it can be re-considered.',1
'Closed after release.',1
'\nShould we create a branch.',0
'I also have some ideas to fix...\nWe can, or maybe just use trunk?',0
'I don\'t think the patch makes these factories any worse.',1
'+1 to commit Robert\'s patch to trunk and iterate there.',1
'Or you can assign the issue.',0
'I just have family coming into town today and won\'t have any time to do any of the work to help out with this one.',0
'I thought i knew what was involved with this stuff pretty well but I grossly underestimated the amount of work to even throw the exception',0
'I have no preference on how to proceed.',0
'I just dont want to download such a large patch, modify the sources and upload it again.',0
'especially as TortoiseSVN and other clients depend on order of files in filesystem, the order of created patches is different, too.',0
'So its impossible to see any change in comparison to earlier patches.',0
'As we don\'t intend to release trunk soon: If all tests pass, can you simply commit as a first step, Robert?',0
'+1 on the current patch.',1
'We can open further issues to unfuck ResourceLoaderAware (it should be removed, too and the ResourceLoader should be passed to the ctor, too).',1
'I committed this to trunk.',1
'Can we be extra careful to use LUCENE-4877: in all commit messages so when its time to backport its easy to find the revisions?',0
'Thanks in advance for any improvements!',0
'getFloat() - well, only one factory (NumericPayloadTokenFilterFactory) could use it now, but maybe add it for completeness?',1
'I just remembered.',0
'I think the reversewildcardfactory in solr has one of these too.',0
'Patch fixing these minor nits:\n\nTestMappingCharFilterFactory\'s factory could switch to being instantiated using the charFilterFactory() method\nEdgeNgramTokenizerFactory\'s gram size constants are pulled from EdgeNgramTokenFilter instead of EdgeNgramTokenizer\nLimitTokenCountFilterFactory\'s maxTokenCount param should be required; this is a pre-existing problem though\nPatternTokenizerFactory\'s group param should use the getInt() method with a default of -1.',1
'Actually, I was wrong about LimitTokenCountFilterFactory - it already has a test in place to insure reporting of missing required maxTokenCount param.',1
'Committing shortly.',0
'Thanks Steve!',0
'This patch adds more param parsing methods to AbstractAnalysisFactory, including get(), require(), getFloat(), getChar(), and getSet(), and changed all analysis factories to use them where appropriate.',1
'I don\'t like the 4-arg required param getXXX() methods in AbstractAnalysisFactory - 4th param as false means required???',1
'- maybe these could be converted to getRequiredXXX() ?',1
'I implemented these as require(), requireXXX(), etc.',1
'Tests all pass, and precommit\'s happy.',1
'Committing shortly.',1
'Thanks for cleaning this up Steve, much nicer.',1
'I\'d like to merge these commits back to 4.x if there are no objections.',1
'Closed after release.',1
'here\'s one way we could improve it.',1
'There are probably other alternatives that might be better, too.',0
'I only fixed one factory as its better to decide this before going thru all of them.',1
'+1, patch looks good.',1
+1,1
'I have fixed all the factories, but currently I just started fixing tests and adding tests for bogus parameters to all factories.',1
'I added some helpers to BaseTokenStreamTestCase and fixed TestArabicFilters.java as a prototype...\nslow moving',1
'updated patch: tests in analysis/common are done.',1
'I\'ll look at the other analysis modules and solr tomorrow.',0
+1,1
'whew, made it thru the rest.',0
'all tests pass.',1
'Really nice de-cluttering in the tests.',1
'I don\'t like the 4-arg required param getXXX() methods in AbstractAnalysisFactory - 4th param as false means required???',1
'- maybe these could be converted to getRequiredXXX() ?',1
'I think AbstractAnalysisFactory could use additional param parsing methods:\n\nget(args, param [, default]) would be a nice addition for strings, instead of args.remove(), which looks different from all the other getXXX() methods.',1
'Maybe also a version that takes a set of acceptable values, as well as a boolean for case insensitivity?',1
'getEnum(args, param, Enum class [, default] ) - probably case insensitivity could be assumed?',1
'getChar() should be pulled out of PathHierarchyTokenizerFactory, so that DelimitedPayloadTokenFilterFactory can use it.',1
'getFloat() - well, only one factory (NumericPayloadTokenFilterFactory) could use it now, but maybe add it for completeness?',1
'A few nits:\n\nTestMappingCharFilterFactory\'s factory could switch to being instantiated using the charFilterFactory() method\nEdgeNgramTokenizerFactory\'s gram size constants are pulled from EdgeNgramTokenFilter instead of EdgeNgramTokenizer\nLimitTokenCountFilterFactory\'s maxTokenCount param should be required; this is a pre-existing problem though\nPatternTokenizerFactory\'s group param should use the getInt() method with a default of -1.',1
'I can do the work if you agree with these.',0
'Should we create a branch.',0
'I also have some ideas to fix...',0
'\nI don\'t like the 4-arg required param getXXX() methods in AbstractAnalysisFactory - 4th param as false means required???',1
'- maybe these could be converted to getRequiredXXX() ?',1
'I think AbstractAnalysisFactory could use additional param parsing methods:\n    get(args, param [, default]) would be a nice addition for strings, instead of args.remove(), which looks different from all the other getXXX() methods.',1
'Maybe also a version that takes a set of acceptable values, as well as a boolean for case insensitivity?',1
'getEnum(args, param, Enum class [, default] ) - probably case insensitivity could be assumed?',1
'getChar() should be pulled out of PathHierarchyTokenizerFactory, so that DelimitedPayloadTokenFilterFactory can use it.',1
'getFloat() - well, only one factory (NumericPayloadTokenFilterFactory) could use it now, but maybe add it for completeness?',1
'A few nits:\n    TestMappingCharFilterFactory\'s factory could switch to being instantiated using the charFilterFactory() method\n    EdgeNgramTokenizerFactory\'s gram size constants are pulled from EdgeNgramTokenFilter instead of EdgeNgramTokenizer\n    LimitTokenCountFilterFactory\'s maxTokenCount param should be required; this is a pre-existing problem though\n    PatternTokenizerFactory\'s group param should use the getInt() method with a default of -1.',1
'+1 to all of this!',1
'\nShould we create a branch.',0
'I also have some ideas to fix...\nWe can, or maybe just use trunk?',0
'I don\'t think the patch makes these factories any worse.',1
'here\'s just where i am so far, just scavenging stored tests from where i can find.',0
'I still havent ported all the ones from .compressing package yet.',0
'updated patch.',1
'I think this is close... adrien do you know of any other tests we should steal and put in here?',0
'Patch looks good!',1
+1,1
'[trunk commit] Robert Muir\nhttp://svn.apache.org/viewvc?view=revision&revision=1457926\nLUCENE-4852: BaseStoredFieldsFormatTestCase',0
'I committed this as a start.',1
'Hopefully we add more test methods to this base class!',1
'[branch_4x commit] Robert Muir\nhttp://svn.apache.org/viewvc?view=revision&revision=1457931\nLUCENE-4852: BaseStoredFieldsFormatTestCase',0
'Closed after release.',1
'[branch_4x commit] Tommaso Teofili\nhttp://svn.apache.org/viewvc?view=revision&revision=1448210\nLUCENE-4782 - backported fix to branch_4x',0
'[trunk commit] Tommaso Teofili\nhttp://svn.apache.org/viewvc?view=revision&revision=1448207\nLUCENE-4782 - removed wrong line in build.xml',0
'[trunk commit] Tommaso Teofili\nhttp://svn.apache.org/viewvc?view=revision&revision=1448204\nLUCENE-4782 - fixed SNBC docsWithClassSize initialization in case of codec doesn\'t support Terms#getDocCount',0
'thanks Robert, that may make sense but I\'m not really sure as in 4.x we still support 3x codecs in general.',1
'Also I noticed that other methods used in the classification module that depend on the underlying codec may return -1 (unsupported).',1
'I\'ll have a deeper look and see if it really make sense to \'fallback\' such calls or either it\'d be safer and reasonable to follow your suggestion.',1
'[trunk commit] Tommaso Teofili\nhttp://svn.apache.org/viewvc?view=revision&revision=1448932\nLUCENE-4782 - suppressing SNBC test for Lucene3x codec for now',0
'[branch_4x commit] Tommaso Teofili\nhttp://svn.apache.org/viewvc?view=revision&revision=1448933\nLUCENE-4782 - suppressing SNBC test for Lucene3x codec for now',0
'Closed after release.',1
'I am fine with such a system property and also some code to warn user of several incompatible combinations, but I want to be able to run tests to find the problems behind the issue.',1
'In my opinion, we should really warn users also on Solr startup, if they have jRockit (this JVM only works with Lucene if you pass -XnoOpt) or J9 (fails with Lucene 4.0+), so they don\'t corrumpt their index.',1
'Please note: Policeman Jenkins (before it was shot by some Generics Drug Dealer) was running JRockit with this JVM option.',0
'Why does it need to be a system property, Hoss?',0
'The test group annotations can be enabled/disabled via system properties and they also do display messages on assumption-ignored tests – wouldn\'t this be enough to cover your use case?',1
'@SuspiciousJ9Shit\n@SuspiciousJRockitShit\n\n\nThe only problem I see is that these need to be provided statically – if you need to detect them at runtime then I\'d either need to change the code of the runner or we\'d need to switch to assumptions inside a rule, for example.',1
'[trunk commit] Uwe Schindler\nhttp://svn.apache.org/viewvc?view=revision&revision=1421818\nRevert the revert of the revert.',0
'I hope Robert Muir will followup and we can agree that this patch is not really a good idea and we should discuss on LUCENE-4630 what to do.',0
'I know that Mike is already beasting J9, so we would need an option to disable this AssumptionFailedEx.',0
'Thanks in advance!',0
'[branch_4x commit] Uwe Schindler\nhttp://svn.apache.org/viewvc?view=revision&revision=1421819\nMerged revision(s) 1421818 from lucene/dev/trunk:\nRevert the revert of the revert.',0
'I hope Robert Muir will followup and we can agree that this patch is not really a good idea and we should discuss on LUCENE-4630 what to do.',0
'I know that Mike is already beasting J9, so we would need an option to disable this AssumptionFailedEx.',0
'Thanks in advance!',0
'Bulk move 4.4 issues to 4.5 and 5.0',1
'Move issue to Lucene 4.9.',1
'<<Non-IBMers please ignore this message>>\nDont see this as a bug against IBM JDK.',0
'Thanks and Regards\nBrijesh Nekkare\nIBM Java team',0
'here is a patch that adds #estimateDocCount to DISI.',1
'It still has some nocommits mainly related to BitSets and carnality but I this its fine as a start.',1
'I removed the TermConjunction specialization and changed the heuristic in FilteredQuery to use the estimated cost.',1
'Nice idea!',1
'At least the FilteredQuery code looks fine to me.',1
'I agree, the Bits interface and FixedBitSet has a costly cardinality (Bits does not have it at all...), so we should think about that.',1
'As far as I see it returns maxDoc as cost.',0
'One thing: estimatedDocCount is long, but docIds in Lucene are still int - this makes no sense, because the current scorer/disi interface can never return anything > Integer.MAX_VALUE, so the estimatedDocCount can never be 64 bits.',1
'We should maybe rethink in the future to make docIds in Lucene longs, but until this has happened, we should not mix both datatypes in public APIs, this would cause confusion.',1
'When i did the cost estimate patch on LUCENE-4236, i chose a long too.',1
'but there it was trying to estimate the number of documents visited,\ne.g.',0
'the number of postings.',0
'so the formula for a conjunction would be min(subscorer cost) * #subscorers, and for a disjunction its just the sum of all the subscorer costs, and so on.',0
'I felt like for scoring purposes this is more useful than the number of documents, but thats just my opinion.',1
'I tend to agree with robert that using longs makes things a lot easier here too.',1
'We don\'t need to deal with int overflows.',1
'Maybe we should rename to estimateDocsVisited?',1
'Uwe the current discussion is about not measuring count of documents, but instead i/o operations.',1
'So advance(), docId(), fixedBitset and so on are totally unrelated to that.',1
'Uwe the current discussion is about not measuring count of documents, but instead i/o operations.',1
'Man, I just wanted to make clear that the current patch and the current issue summary have this problem.',1
'ok: I agree if its a count of documents, the type should be consistent.',1
'But as i suggested i dont think a count of documents is that great for how we will use this (picking conjunction leader, filtering heuristics, maybe minimum-should-match disjunction scoring, maybe cleanup exact phrase scorer / add its optimizations to sloppy phrase scorer, maybe more BS versus BS2 heuristics in BooleanWeight, etc etc)',1
'Patch updated to trunk (as Stefan needs this for LUCENE-4571).',1
'I carefully reviewed all these costs and also integrated it into spans.',1
'Though these queries (e.g.',1
'nearquery) dont yet use it, they should.',1
'The only query i changed was to make ConjunctionTermScorer algorithm our ConjunctionScorer, sorting subscorers on cost (which is docFreq in the all terms case).',1
+1,1
Thanks!,0
'I will come up with a new prototype impl for LUCENE-4571 soon which will include and build upon this patch.',1
'The patch might be hard to apply due to the svn replace Stefan.',1
'I plan on doing final checks on it and committing it today.',1
'Really its silly lucene doesnt have this for our scorers already, since e.g.',1
'textbook IR formulas make use of this stuff.',1
'We can open followup issues to improve the other scorers logic (FilteredQuery, SpanNearQuery, etc).',1
'I only did the obvious \nconjunction one so we get the logic of ConjunctionTermScorer across any arbitrary scorers.',1
'Just gimme a few hours, sorry for the delay',0
'Thanks Robert, I was thinking about this the other day!',0
'Cool that you brought this back to life!',1
'+1 to the patch.',1
'I think you need to add a CHANGES.TXT entry still.',1
simon,0
'I\'ll put it in when committing...I always wait until then, otherwise its just asking for conflicts if you ever merge up the patch',1
'[trunk commit] Robert Muir\nhttp://svn.apache.org/viewvc?view=revision&revision=1456670\nLUCENE-4607: add DISI/Spans.cost',0
'[branch_4x commit] Robert Muir\nhttp://svn.apache.org/viewvc?view=revision&revision=1456686\nLUCENE-4607: add DISI/Spans.cost',0
'Closed after release.',1
'I tried this on that geonames database since my default indexing (just shoving everything in as a TextField)\ncreates a huge .nrm file today (150MB: 8M docs * 19 fields).',1
'Just as a test I tried a simple similarity\nimplementation that uses \n\n@Override\npublic void computeNorm(FieldInvertState state, Norm norm) {\n  norm.setPackedLong(state.getLength());\n}\n\n\n\n-rw-rw-r--  1 rmuir rmuir  49339454 Nov  5 22:30 _7e_nrm.cfs\n\n\nIf you want to use boosts too, you would have to be careful how you encode, but I think this can be useful.',1
'In this case its 1/3 of the RAM, even though documents lengths are exact vs. lossy (though most fields are \nshortish, some are huge, like alternate names fields for major countries and cities, which have basically every \nlanguage imaginable shoved in the field: thats why it doesnt save more I think)',0
'+1 - should we also document that we don\'t have similarities that can make use of it at this point?',1
'+1, very cool!',1
'I don\'t understand the question Simon: all the ones we provide happen to use Norm.setByte\nI don\'t think we need to add documentation to Norm.setFloat,Norm.setDouble saying that we don\'t\nprovide any similarities that call these methods: thats not important to anybody.',1
'I don\'t understand the question Simon: all the ones we provide happen to use Norm.setByte\nJust to clarify.',0
'Currently if we write packed ints and a similarity calls Source#getArray you get an UOE.',1
'I think we should document that our current impls won\'t handle this.',1
'I don\'t see how its relevant.',1
'Issues will happen if you use Norm.setFloat (as they expect a byte).',1
'I\'m not going to confuse the documentation.',1
'The built-in Similarities at query-time\ndepend upon their index-time norm implementation: this is documented extensively everywhere!',0
'fair enough.',0
'I just wanted to mention it..',0
'If someone changes their similarity to use a different norm type at index-time than at query-time,\nthen he or she is an idiot!',0
'I plan to revert this for 4.1 to contain the amount of backwards compatibility code we need to implement for LUCENE-4547.',1
'If someone uses this functionality in its current form, they will easily hit the LUCENE-4547 bug.',1
'I implemented this more efficiently with the new APIs in the lucene4547 branch anyway: when it would save RAM, and the # of values is small, it dereferences the unique values and packs ords.',1
'This is typically the case with our smallfloat encoding.',0
'[trunk commit] Robert Muir\nhttp://svn.apache.org/viewvc?view=revision&revision=1432096\nLUCENE-4540: revert',0
'I backed this out of 4.1.',1
'When LUCENE-4547 lands, we can resolve it with that implementation.',0
'[branch_4x commit] Robert Muir\nhttp://svn.apache.org/viewvc?view=revision&revision=1432100\nLUCENE-4540: revert',0
'[branch_4x commit] Robert Muir\nhttp://svn.apache.org/viewvc?view=revision&revision=1406433\nLUCENE-4540: allow packed ints norms',0
'Closed after release.',1
'+1 That\'s pretty damn cool',1
Awesome!,1
+1,1
'Almost got this working, two bugs to resolve:\n\na bug in eclipse compiler (imo), i tell it to create no class files, but its creating some for spatial (package-info.class processing) because it uses package-info.java instead of package.html.',1
'I\'ll make the macro use a throwaway directory and delete it.',1
'a bug in solrj javadocs: it links to the lucene queryparser syntax incorrectly.',1
'I don\'t know why this is working with \'ant javadocs\', but it really shouldnt, since lucene queryparser should not be in its compile classpath.',1
'I\'ll fix it to use docRoot.',1
'updated patch: everything is passing.',1
'Ill run precommit and get this thing in (trunk/4x only): i spent a lot of time cleaning up docs and want to keep the bar high.',1
'we can adjust the properties as needed later as more cleanup happens, but i dont want to let them get any worse.',1
'The test has a whitespace in pathname problem.',1
'Also its not nice to permgen.',1
'I have a patch fixing those 2 problems.',1
'It also prints a nice taskname instead of [javac] on ANT output.',1
'+1, thanks for cleaning up.',1
'taskname is cool, i didn\'t like the log output but didnt know about this.',1
'Committed trunk revision: 1389491\nCommitted 4.x revision: 1389492',1
'[branch_4x commit] Uwe Schindler\nhttp://svn.apache.org/viewvc?view=revision&revision=1389492\nMerged revision(s) 1389491 from lucene/dev/trunk:\nLUCENE-4409: Improve ECJ-Linter (permgen, taskname) + fix whitespace bug',0
'[branch_4x commit] Robert Muir\nhttp://svn.apache.org/viewvc?view=revision&revision=1389192\nLUCENE-4409: implement javadocs linting with eclipse ecj compiler',0
'Closed after release.',1
'My latest test for branch_4x finished this test in 2771.02 seconds on Windows.',0
'No errors were reported.',1
'CPU was relatively idle whenever I checked (25\\\%).',1
'In Eclipse it took 316 seconds (while ant test was still running the rest of the tests.)',1
'On trunk, TestIndexWriterWithThreads took 90 seconds.',1
'Did you run all these with the same seed?',0
'It\'s weird, the variance on this test is indeed very high.',1
'I think it may have something to do with the fact that it spins many threads (that do i/o) so if you\'re running on a multicore and there are other parallel jvms running tests you\'re putting a load on the hardware.',1
'If ran in isolation things get much faster (for me).',1
'I\'ve replaced some of the random() calls with the non-asserting random; I see some difference but not that much.',1
'here\'s a patch: there are two things,\n\nthe test is too slow in general (too many iterations)\nthe test is super-slow on windows because of syncd i/o: i wired it to use mmapdirectory.',1
'updated patch: I\'d rather just use newDirectory actually.',1
'This means the test will be occasionally slow on windows, but I think thats ok.',1
'I dont want to start the path of losing test coverage because of certain os brokenness.',1
'[branch_4x commit] Robert Muir\nhttp://svn.apache.org/viewvc?view=revision&revision=1387549\nLUCENE-4397: speed up test',0
Patch.,1
'New patch, fixing previous nocommits / downgrading to TODOs.',1
'I also removed the specialized scorers since they seem not to help much.',1
'All tests pass, but I still need to fix all tests that now avoid MemoryPF to also avoid DirectPF.',1
'Otherwise I think it\'s ready...',1
'Would it really be that much slower if it was slightly more reasonable, e.g.',1
'storing freqs\nin packed ints (with huper-duper fast options) instead of wasting so much on them?',1
'Would it really be that much slower if it was slightly more reasonable, e.g.',1
'storing freqs\n in packed ints (with huper-duper fast options) instead of wasting so much on them?',1
'Probably not that much slower?',1
'I think that\'s a good idea!',1
'But I think we can explore this after committing?',0
'There are other things we can try too (eg collapse skip list into shared int[]: I think this one may give a perf gain, collapse positions, etc.',1
).,0
'New patch, adding scary warning & MIGRATE.txt entry, fixing javadoc errors, and adding lucene.experimental ... still haven\'t thought of another name yet ...',1
'I dont have better name either.',0
'Lets just commit it with this one and think about it for later!',1
'Escape URI paths for XSL',1
'I don\'t understand the problem, can you provide your build.xml?',0
'If you changed the Lucene-provided build files, this is not an issue, because those always build out of the box.',1
'If XSL does not like your own and modified build files, they are invalid XML, so fix those.',1
'The attached patch seems to work only around your invalid XML.',1
'My build.xml is the same as upstream, the problem is my checkout path looks like this\n/home/buildserver/workspace/builds/\n{search-engineering}-solr-lucene-{trunk}\n\nThis means that the prepare-webpages target gets its paths in the buildpaths variable as a pipe separated list like so\n\n/home/buildserver/workspace/builds/{search-engineering}\nsolr-lucene\n{trunk}/lucene/analysis/common/build.xml|/home/buildserver/workspace/builds/{search-engineering}-solr-lucene-{trunk}\n/lucene/analysis/icu/build.xml|...(and so on)\nXSLT picks this up later and tries to load these paths, however XSLT assumes that they are URLS which makes the { character invalid and causes\ncom.sun.org.apache.xalan.internal.xsltc.TransletException: javax.xml.transform.TransformerException: com.sun.org.apache.xml.internal.utils.URI$MalformedURIException: Path contains invalid character: {\nThis pattern is infrastructural to where I work and is not likely to change (I would like it too)\nNot sure if that makes sense',1
'Hi,\nthat makes sense, thanks for reporting this!',1
'I will fix this, thanks for the nice workaround patch.',1
'Committed rev 1339097.',1
'Thanks Greg!',0
'Draft patch.',1
'Added ScoreMode as parameter to JoinUtil#createJoinQuery(...).',1
'Maybe ScoreMode should be a public enum inside the join package.',1
'Updated patch.',1
'Started adding randomizing score mode in TestJoinUtil test class.',1
'Made ScoreMode a public enum in join package.',1
'Updated patch.',1
'Fixed random tests.',1
'Added support for explain.',1
'Added ScoreMode support for documents that relate to more than one document.',1
'I think it is ready to be committed.',1
'I still see one omitted   Otherwise this looks great: +1 to commit!',1
Oops...,0
'I see.',0
'I\'ll commit soon!',1
'Committed to trunk and branch4x.',1
'Hi, Is this possible to use in solr I tried setting \n{!scoreMode=Avg}\n, but it doesn\'t seem to have any effect.',1
'Solr uses a different joining implementation.',0
'Which doesn\'t support mapping the scores from the `from` side to the `to` side.',1
'If you want to use the Lucene joining implementation you could wrap this in a Solr QParserPlugin extension.',1
'Same problem if I use:\nIndexSearcher searcher = new IndexSearcher(req.getSearcher().getIndexReader());\nI can\'t override the class since the constructor is private.',1
'This is probably to only use the static methods.',0
'I\'ve used an output to see the hashcode and it stays the same.',0
'Can I change this behaviour somehow?',1
'I got suggested to extend the Query class and return a Hash myself.',1
'My query class contains:\n        @Override\n        public int hashCode() \n{\n            return q.toString().hashCode();\n        }\nIt seems to work now.',1
'Hi David, I just committed LUCENE-4704.',1
'Query instances returned from JoinUtil will implement equals and hashcode in future versions.',1
'Thanks alot!',0
'I\'ll try the patch when 4.2 get\'s released.',0
'The problem is this guy is configurable via IndexWriterConfig too.',1
'Maybe the IWConfig getter/setter here\nshould also be pkg-private?',1
'This seems pretty expert to expose publicly?',1
'We could then also make ThreadAffinityDWPTpool pkg-private too.',1
'I made getAndLock pkg-private (since its effectively is anyway, does no harm),\nin r1329024 to fix the broken javadocs links... but we should figure out what we want to do here\nfor a real fix.',1
'How about simply removing this from IWC?',1
'It\'s such an insanely expert thing that anyone wanting to experiment with it can modify Lucene\'s sources (and submit a patch back if the results are good)...',0
'Patch, just making the IWC set/get package private, and fixing LTC to use reflection to gain access...',1
'New patch, making a few more classes package private...',1
+1,1
'My first question is, what about backward compatibility requirements?',1
'The problem\nis if people start using such a structure (\'remote api\') that depends upon\nthe structure of our java source code, then they will be upset if we break it.',1
